,_id,text,sentiment
1162,64fb73d969e6e4ba894b7c42,She is beautiful . But don`t feel badly. Some neaby grans see grandkids about the same amt.   Can`t go to them = out of luck,neutral
1163,64fb73d969e6e4ba894b7c43, o can`t work that one out  pain in the **** them spammers,negative
1164,64fb73d969e6e4ba894b7c44,he wasn`t there today   my free day from when the bell rang and wen it rang at the end was okayy..but after,neutral
1165,64fb73d969e6e4ba894b7c45, aaaaaaaahhhhhhhh I hate the Internet  When will people learn 'native widgets are always best',neutral
1166,64fb73d969e6e4ba894b7c46,watching W. with jas. i love my brother he`s my best friend,positive
1167,64fb73d969e6e4ba894b7c47,**** it. Totally gutted I decided not to go out tonight. Roni Size is DJing,negative
1168,64fb73d969e6e4ba894b7c48,  I don`t think I like this Roy Williams who dissects frogs while still alive >  You look like Chachi from Happy Days,negative
1169,64fb73d969e6e4ba894b7c49, he didn`t know there was going to be a test,neutral
1170,64fb73d969e6e4ba894b7c4a, i need to get tickets though  idk how that is gonna happen,neutral
1171,64fb73d969e6e4ba894b7c4b,Safari 4 beta (OS X) is in a crash loop on startup. Back to non- cookie saving Firefox.,neutral
1172,64fb73d969e6e4ba894b7c4c, I am definitely ready... actually ahead of you... I already have a sun tan and I was out at the beach yesterday.,negative
1173,64fb73d969e6e4ba894b7c4d," As opposed to twitter, where all we can do is talk to people.  SL is fun. I already have way too many ways to distract myself.",positive
1174,64fb73d969e6e4ba894b7c4e,wants TFA back.  http://plurk.com/p/x2rgl,neutral
1175,64fb73d969e6e4ba894b7c4f,still on the train goin 2 the southside!,neutral
1176,64fb73d969e6e4ba894b7c50,Zach G. gets an extensive profile in this weekend`s NY Times Magazine. The chances of us falling in love are getting fewer and fewer.,negative
1177,64fb73d969e6e4ba894b7c51,Coffee time  be back later kisses*,neutral
1178,64fb73d969e6e4ba894b7c52, Yeah! Thanks! I`ll be back in soon to see what ya got!,positive
1179,64fb73d969e6e4ba894b7c53,ahhh fusterated,negative
1180,64fb73d969e6e4ba894b7c54,Another HD - my lecturer was gob smacked by how good our presentation was,positive
1181,64fb73d969e6e4ba894b7c55,  awesome! All deserved I`m sure. Miss the Crabs games,positive
1182,64fb73d969e6e4ba894b7c56, I am using iMovie 08 and it`s still not bad. I am afraid to hear what is wrong with 09,negative
1183,64fb73d969e6e4ba894b7c57,I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha,neutral
1184,64fb73d969e6e4ba894b7c58," When balancing a chair on my chin in the sixth form common room got nothing but sneers, I hung those balls up for good",positive
1185,64fb73d969e6e4ba894b7c59,but i`m talking to the boy first,neutral
1186,64fb73d969e6e4ba894b7c5a,_ENVY how come you dont think you did good?!,neutral
1187,64fb73d969e6e4ba894b7c5b,"outta the shower, too bad justin couldn`t spend the night.  haha",negative
1188,64fb73d969e6e4ba894b7c5c, jealous  it looks like schindler`s list in toronto,negative
1189,64fb73d969e6e4ba894b7c5d,"@ Little_Ren is lovely lovely, and so niceee",positive
1190,64fb73d969e6e4ba894b7c5e,I`m saying my goodbye to my car for the next 2 weeks  I`m gonna miss it!!  Its going to come back beautiful though!!,neutral
1191,64fb73d969e6e4ba894b7c5f,Out with Audrey,neutral
1192,64fb73d969e6e4ba894b7c60,  I`m SO jealous! I don`t know when I`ll be able to see Conan.,negative
1193,64fb73d969e6e4ba894b7c61,My wedding next Thursday and I`m ill,negative
1194,64fb73d969e6e4ba894b7c62, Me neither. But it`s no longer about what we want. It`s about fairness. And fairness is whatever government says it is.,neutral
1195,64fb73d969e6e4ba894b7c63,Where are all you Motivated/Determined/wannabe sexy successful young professionals!??! I might really have to join a BNI if there is no1!,positive
1196,64fb73d969e6e4ba894b7c64," I should post some photos of my robots  ok - offline for 4 hours now. ttfn (oh, so IM...)",neutral
1197,64fb73d969e6e4ba894b7c65, lmao yeaa iight n u shuld put tha c.b flick up w. **** on ur head .. juss a joke,positive
1198,64fb73d969e6e4ba894b7c66, im sure jont wont mind sharing,positive
1199,64fb73d969e6e4ba894b7c67, Aw...poor thing.,negative
1200,64fb73d969e6e4ba894b7c68, hahahah of course  they have such a nasty display picture :`),negative
1201,64fb73d969e6e4ba894b7c69, boooo!!! I bet it was a nice wallet too,positive
1202,64fb73d969e6e4ba894b7c6a,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,neutral
1203,64fb73d969e6e4ba894b7c6b, thanks  scared of dentists.. looks like I am going to have to get over it and go,positive
1204,64fb73d969e6e4ba894b7c6c, dad`s been having fever since last nite and needs 2 bottles of blood trasfusion..loaded 1 today..1 to go tomorrow.,negative
1205,64fb73d969e6e4ba894b7c6d,who not here be glad!!!!!!! ur sso luckyyyyyyy i hate u r home n r not enduring dis!!!!,neutral
1206,64fb73d969e6e4ba894b7c6e,"Sick. Feel like jello, can`t talk, and delirious.",negative
1207,64fb73d969e6e4ba894b7c6f,It`s teddy-chucking time,negative
1208,64fb73d969e6e4ba894b7c70,OMJ! The 3rd episode of Jonas is too great! They are so funny. I wish I was the Pizza Girll. Lol <3,positive
1209,64fb73d969e6e4ba894b7c71,Went and saw Fighting last night with the best friend. It wasn`t all that great but Channing Tatum is amazing!,neutral
1210,64fb73d969e6e4ba894b7c72, it makes perfect sense. I guess i am very down to earth. Thanks for your reply,positive
1211,64fb73d969e6e4ba894b7c73,"Finally, im back online! I miss my lappy. So many things to follow up. Starting with Ning... Haha.",negative
1212,64fb73d969e6e4ba894b7c74," sux, I`m thinking of being an accountant. Mad monies! I`m a middleschool cafeteria manager  (25k/yr)",negative
1213,64fb73d969e6e4ba894b7c75,"The sun is shining brightly and the day has just begun! What`s in store? Wandering around les calanques maybe? Vin, definitely!",positive
1214,64fb73d969e6e4ba894b7c76," AM`s good for us GMT-ish people, I think.  Looking forward to it and hope you`re batteries & laptop will be recharged soon.",positive
1215,64fb73d969e6e4ba894b7c77,the fact my room is so hot is making me feel sick,negative
1216,64fb73d969e6e4ba894b7c78,my arms hurt!,negative
1217,64fb73d969e6e4ba894b7c79, I can remember those Evidence Based Management lectures...definitely the best of EBM,positive
1218,64fb73d969e6e4ba894b7c7a,on my way to work. I`M SO HUNGRY!,negative
1219,64fb73d969e6e4ba894b7c7b,starting phase 1 of operation 'be productive'- pack clothes. can`t find pink tank top!! oh no!!!,negative
1220,64fb73d969e6e4ba894b7c7c,My throat is on fire,neutral
1221,64fb73d969e6e4ba894b7c7d,Miss Cauzinhoooo already,negative
1222,64fb73d969e6e4ba894b7c7e," Fab, eh?  Feel free to come along for some pre-ep 4 chat and drinks over at Luigi`s - http://www.luigis.org.uk tomorrow!",positive
1223,64fb73d969e6e4ba894b7c7f," Since part of your job is predicting what will happen on the golf course, what are you going to shoot?",neutral
1224,64fb73d969e6e4ba894b7c80, what kind of food Celli? I`m following you now,neutral
1225,64fb73d969e6e4ba894b7c81,"I just want this whole day to hurry up,",neutral
1226,64fb73d969e6e4ba894b7c82," Oh yes..i think almost every Tuesday in June. Which dresss, I just bought one, then felt guilty and took it back",neutral
1227,64fb73d969e6e4ba894b7c83, OK! Oops sorry,negative
1228,64fb73d969e6e4ba894b7c84, I LLLOOOVVVEEE ICARLY,positive
1229,64fb73d969e6e4ba894b7c85," Aye, May the 4th be with you",neutral
1230,64fb73d969e6e4ba894b7c86,the suns starting to go in  im getting coldddd!,neutral
1231,64fb73d969e6e4ba894b7c87,On my way to dazzle bar!!,neutral
1232,64fb73d969e6e4ba894b7c88," lol! I thought we was suppose to guess..****, I tried tho..lolol!",neutral
1233,64fb73d969e6e4ba894b7c89," - Wow, I didn`t realise you were Hami. lol. Thanks for all the comments on my blog, dude",positive
1234,64fb73d969e6e4ba894b7c8a,Going to jog down to uni. Quite a way from my family home but exercise and all that,neutral
1235,64fb73d969e6e4ba894b7c8b,_xo  hey chick u alryt u at dads tmoro we sud do sumin aen like last week we neva dun oot this week lol  missed you ha bye hun ****,negative
1236,64fb73d969e6e4ba894b7c8c,Glad to see the sun out in Dublin after a great week in London. Back to work,positive
1237,64fb73d969e6e4ba894b7c8d, yes not for putting inside anything else,neutral
1238,64fb73d969e6e4ba894b7c8e," http://twitpic.com/4wfs8 - You are so weird. You need to lay off the smokes, because you`re talking to yourself.",negative
1239,64fb73d969e6e4ba894b7c8f,had an awsome salad! I recommend getting the Spicey buffalo chicken salad!,positive
1240,64fb73d969e6e4ba894b7c90,_Luck13 they are SO cute,positive
1241,64fb73d969e6e4ba894b7c91, haha I tried covering it with make up.. It doesn`t work  lol so wearing a scarf is the way to go.,neutral
1242,64fb73d969e6e4ba894b7c92,what am i gonna do when my iphone is full!,neutral
1243,64fb73d969e6e4ba894b7c93,"_zaboo its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand...  x",negative
1244,64fb73d969e6e4ba894b7c94,lost HIATUS noooooooooooooooooo D: back to school tomorow. back in 10TY  (),negative
1245,64fb73d969e6e4ba894b7c95," yes super lakas ng ulan. buti nalang i have a red bandana, body ko lang ang wet look  hahah!",positive
1246,64fb73d969e6e4ba894b7c96,"Watched GossiP.Girl. Dan`s so funny, haha.",positive
1247,64fb73d969e6e4ba894b7c97,  hope your day gets better soon!!,positive
1248,64fb73d969e6e4ba894b7c98, Thanks for the shoutout,positive
1249,64fb73d969e6e4ba894b7c99,is tired but happy the orphanage was wow.. and babysitting was really fun,neutral
1250,64fb73d969e6e4ba894b7c9a,"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh",negative
1251,64fb73d969e6e4ba894b7c9b,melissa_leah: my car wont start.......,negative
1252,64fb73d969e6e4ba894b7c9c, couple days?! Sheeeeit. Wish I were there. Have something at Cafe Claude for me.,neutral
1253,64fb73d969e6e4ba894b7c9d,Bushidokan class got canceled.   I`ll just have to sign up for karate someplace else!!,negative
1254,64fb73d969e6e4ba894b7c9e, does it work on the iPhone as my MacBook is flat,neutral
1255,64fb73d969e6e4ba894b7c9f,"aww, jon ryan bob and greta in one picture? how adorable  and it brightens my morning, ty jon walker",positive
1256,64fb73d969e6e4ba894b7ca0, maybe one day I can be on your favorite producers list  lol,positive
1257,64fb73d969e6e4ba894b7ca1, You know we do!,neutral
1258,64fb73d969e6e4ba894b7ca2,wants this summer to actually have some sun in it,neutral
1259,64fb73d969e6e4ba894b7ca3, I`d love to!!,positive
1260,64fb73d969e6e4ba894b7ca4,Never commute in the rain. The people get so much meaner to you.,negative
1261,64fb73d969e6e4ba894b7ca5, The problem is that I`m not finished with it  But I have logged in mass hours this week on it. And i`m not being paid! POP!,negative
1262,64fb73d969e6e4ba894b7ca6,what a beautiful morning! nice to be out,positive
1263,64fb73d969e6e4ba894b7ca7, FAILlllllllll  whenever ur freee then?,negative
1264,64fb73d969e6e4ba894b7ca8,_ray Bright Eyes=Contentment,positive
1265,64fb73d969e6e4ba894b7ca9,http://naturalismo.files.wordpress.com/2008/01/elliott10.jpg my hero,neutral
1266,64fb73d969e6e4ba894b7caa,"I don`t think I`ve ever been up this early on a Sunday in a while. Meanwhile, the #bigweekend awaits!",neutral
1267,64fb73d969e6e4ba894b7cab,i feel like taking a day off but cannot afford it  looking forward to the dfb cup final tmrw night though. go werder!!!,neutral
1268,64fb73d969e6e4ba894b7cac,"@_Marguerite Yup, that`s Dianne and Claudia.  Dianne is new to Tweetville, Claudia has been on a while but not active here",neutral
1269,64fb73d969e6e4ba894b7cad,My legs are so **** sore. And my feet hurt to walk. Whataday,negative
1270,64fb73d969e6e4ba894b7cae, Were have you been?,neutral
1271,64fb73d969e6e4ba894b7caf, hahah! sadly there is no current activity though in the room,negative
1272,64fb73d969e6e4ba894b7cb0,Yeah Yeah Yeahs - Softshock,neutral
1273,64fb73d969e6e4ba894b7cb1,We`ll watch & wait & tomorrow I can take anyone who needs to the dr w/o having to take everyone else....N`s cheeks & ears red as my hair,neutral
1274,64fb73d969e6e4ba894b7cb2, yeaaa i just got the link off his lj,neutral
1275,64fb73d969e6e4ba894b7cb3,noone wants to talk to me  lol,negative
1276,64fb73d969e6e4ba894b7cb4,so very irratated,negative
1277,64fb73d969e6e4ba894b7cb5," http://twitpic.com/4vuuy - thats the most colorful thing ive seen all day,wow.",positive
1278,64fb73d969e6e4ba894b7cb6,Somebody get me out of work tomorrow.,neutral
1279,64fb73d969e6e4ba894b7cb7," haha.. you were actually in violations of someone`s trademark?! okay..  Yeah, I went to bed at 4 and I had to be up at 6. :[",negative
1280,64fb73d969e6e4ba894b7cb8," I just started watching 30 Rock too, borrowed seasons 1 and 2 from my dad   so good.",positive
1281,64fb73d969e6e4ba894b7cb9, i like OGBERRY,positive
1282,64fb73d969e6e4ba894b7cba,Lost at bowling again  why do i suck,negative
1283,64fb73d969e6e4ba894b7cbb," You are totally welcome to come hang out on my wiki  Do it, do it!",positive
1284,64fb73d969e6e4ba894b7cbc,? American Pie FOREVER. I`m watching it right now. They`re running naked around on the Streets! Would you do that? I would  [ NOT ],neutral
1285,64fb73d969e6e4ba894b7cbd, Hey im a fan from New Zealand. Loving the show even tho we are soooo behind in the episodes! haha. Keep up the good work,positive
1286,64fb73d969e6e4ba894b7cbe, crud is all I can say,neutral
1287,64fb73d969e6e4ba894b7cbf,going to work till 3...then maybe ride the horses and take my sister to softball pratice,neutral
1288,64fb73d969e6e4ba894b7cc0, Nice! You should submit that to failblog.org,positive
1289,64fb73d969e6e4ba894b7cc1,"Is ahhh, ching chong wing wong ping pong ding dong!",neutral
1290,64fb73d969e6e4ba894b7cc2,has two tickets to Amadou and Miriam for Tue. June 2 that I can`t use  $25 each to anyone who wants `em. That`s face value. Should be good,positive
1291,64fb73d969e6e4ba894b7cc3,_zwitschert There`s supposed to be a <3 at the end of my last tweet but I guess twitter ate it,neutral
1292,64fb73d969e6e4ba894b7cc4,is going to watch the two davids. yey,positive
1293,64fb73d969e6e4ba894b7cc5, hahahaha wtf dianne????? who twitters that lol...i guess it depends who the person is.....,negative
1294,64fb73d969e6e4ba894b7cc6,listening to a new Stolen Sheep record,neutral
1295,64fb73d969e6e4ba894b7cc7,Home from work. A few hours of sleep then putting some miles on the new bike.,neutral
1296,64fb73d969e6e4ba894b7cc8,"says livejournal is being a bee-eye-tee-see-hedge. Dum dee dum, ok back to work!",neutral
1297,64fb73d969e6e4ba894b7cc9,always excited for a new chapter in my life. just didnt expect it to be so emotional.,negative
1298,64fb73d969e6e4ba894b7cca,in about half a hour i`m going to my english lesson...guess i`ll have to wait...and wait for a couple hours so i`m over with it.(( :S   )),negative
1299,64fb73d969e6e4ba894b7ccb, hell yeah! Belgian beer is the bomb!!  :p,positive
1300,64fb73d969e6e4ba894b7ccc," hahahaha. im listening to my iTunes library, a bit of Sonia Dada atm,  ITs good",positive
1301,64fb73d969e6e4ba894b7ccd,http://twitpic.com/4we4j - Speed lessons on the main screens on center court! I had to take this pic,neutral
1302,64fb73d969e6e4ba894b7cce,"  great pic,have to upload my pix tomo,I`ve no laptop tonight.",positive
1303,64fb73d969e6e4ba894b7ccf,acsvxdcbgfn soccer now. shall see young phoebe after D: I don`t want her dressed up though,negative
1304,64fb73d969e6e4ba894b7cd0, You win ... SIGH Rakeem,positive
1305,64fb73d969e6e4ba894b7cd1,live long and prosper,positive
1306,64fb73d969e6e4ba894b7cd2,"just got in from michaels and had some shreddies  im well tired, it was fun though ryan wright stoned = LOL",neutral
1307,64fb73d969e6e4ba894b7cd3, Hey Charicee! How are u? Are you going to come to Italy again? please tell me yes,neutral
1308,64fb73d969e6e4ba894b7cd4, mean,neutral
1309,64fb73d969e6e4ba894b7cd5,finished proofing the wedding from March .. now just waiting for export and upload before I can share  Still have 2 more sessions to do!,neutral
1310,64fb73d969e6e4ba894b7cd6, lol yea im thinkin bday bash ! but everybodys lame wants to sit in the house instead of qo wit me  lol,neutral
1311,64fb73d969e6e4ba894b7cd7,waiting for the battery to charge for my new DSLR,neutral
1312,64fb73d969e6e4ba894b7cd8, My dad had to bury ours six weeks ago. She became his after I left for college fourteen years ago. Long time to have a kitty.,neutral
1313,64fb73d969e6e4ba894b7cd9," - Bless you as well sweetie, and i hope you have a wonderful weekend",positive
1314,64fb73d969e6e4ba894b7cda, you could say that. I left it in VT and have been Blackberryless since Tuesday Night. I`m lost,negative
1315,64fb73d969e6e4ba894b7cdb," it was a biligual sweatshop LOL I talk 2 him once in a while but not as much, he got an r6",negative
1316,64fb73d969e6e4ba894b7cdc,"super late for work, and got an earful from the PSYCHOPATH. GRRRR! Day, please get better",neutral
1317,64fb73d969e6e4ba894b7cdd,just got outta work.  ....... Frankie`s house.,neutral
1318,64fb73d969e6e4ba894b7cde, kirk is hotter than spock,neutral
1319,64fb73d969e6e4ba894b7cdf,ShoesShoesShoes.YayYayYay.lol.IWouldPostATwitPic.ButIdntKnoHow2,positive
1320,64fb73d969e6e4ba894b7ce0, Search for 'Asos coupons' in Google  Plenty to choose from,neutral
1321,64fb73d969e6e4ba894b7ce1,'I want you in my mouth and my **** b!tch' mm jeffree rawks,neutral
1322,64fb73d969e6e4ba894b7ce2, - Does the 1st show count? That would be the midnight show Thurs night/Fri morning,neutral
1323,64fb73d969e6e4ba894b7ce3,Omg I can`t believe jay leno is going off the air,neutral
1324,64fb73d969e6e4ba894b7ce4,I`m SO thinking about skippin out to NY in the morning. . . but all of my plans were for tonight  well . . . most of them anyway.,positive
1325,64fb73d969e6e4ba894b7ce5,Taking 40 underpriveledged kids to the circus 2moro. BIG day planned & I still aint feeling 100%  so nervous right now..,negative
1326,64fb73d969e6e4ba894b7ce6,"Enjoying a beautiful day off by hanging around the house. Pam is making a cake, but she won`t give me any",positive
1327,64fb73d969e6e4ba894b7ce7,  it might be the swine flu! haha `cause i`ve got the flu,negative
1328,64fb73d969e6e4ba894b7ce8,Happy Mothers day to all mums,positive
1329,64fb73d969e6e4ba894b7ce9,i can`t studyyyyyyyyyyyyyyyyyyyyyyyyy  i have an exam tom,negative
1330,64fb73d969e6e4ba894b7cea,Is in starbucks,neutral
1331,64fb73d969e6e4ba894b7ceb, Oceans 12,neutral
1332,64fb73d969e6e4ba894b7cec,Waking up early to go to the gym,neutral
1333,64fb73d969e6e4ba894b7ced," Heavens, not good  I can empathise. Fingers crossed it doesn`t come to anything and you can sleep easy. Wishing for the best...",positive
1334,64fb73d969e6e4ba894b7cee,"Out with Bre, Jimmy, and Jon P?",neutral
1335,64fb73d969e6e4ba894b7cef,"So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!",neutral
1336,64fb73d969e6e4ba894b7cf0,"Going to the Star Trek premier tomorrow night, uber stoked. I don`t care if I`m a nerd, Star Trek is amazecore!!",positive
1337,64fb73d969e6e4ba894b7cf1,I think I should hire one of those tranlsators.. because no one ever understands me....,negative
1338,64fb73d969e6e4ba894b7cf2,I overslept  headache,negative
1339,64fb73d969e6e4ba894b7cf3, Thanks G! My actual birthday is on Tuesday and I will be 24.,positive
1340,64fb73d969e6e4ba894b7cf4,happy star wars dayyyy =D and hbd to uncle LEE,positive
1341,64fb73d969e6e4ba894b7cf5,bout to go to work,neutral
1342,64fb73d969e6e4ba894b7cf6,its so nice.. I LUV KELLY...she`s such an amazing singer  LUV HER,positive
1343,64fb73d969e6e4ba894b7cf7,4 more followers.. follow me and I`ll love you!! *pouts* Please?,positive
1344,64fb73d969e6e4ba894b7cf8,In Kelantan! Good to be (sort of) home! :pI`m guilt stricken after having that turtle egg.  Really. Won`t do it again. Really.,neutral
1345,64fb73d969e6e4ba894b7cf9," Trying to watch your vids, but the audio has been disabled",neutral
1346,64fb73d969e6e4ba894b7cfa,Rats the Creative VADO`s are out of stock at walmart.com I`m too late.,negative
1347,64fb73d969e6e4ba894b7cfb,weather starting to be better  So just SHINE **,neutral
1348,64fb73d969e6e4ba894b7cfc," diapers??  Feeding?  Cooking?  I don`t do any of that stuff!!!  Hahaha... yeah, right!  Sounds like a normal day for me.",neutral
1349,64fb73d969e6e4ba894b7cfd, http://twitpic.com/4bckp - that should answer part of your question,neutral
1350,64fb73d969e6e4ba894b7cfe, hope ya sleepin well  guys still here,positive
1351,64fb73d969e6e4ba894b7cff, I wasn`t feeling it,negative
1352,64fb73d969e6e4ba894b7d00,Watching some vintage topgear,neutral
1353,64fb73d969e6e4ba894b7d01,Follow Friday is a bit hard to do when my work kicks in on Fridays,negative
1354,64fb73d969e6e4ba894b7d02," Thank you  How`s your daughter? And by the way, how did you get 1017 followers? :O",positive
1355,64fb73d969e6e4ba894b7d03,Realizing that I don`t have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!,neutral
1356,64fb73d969e6e4ba894b7d04,"i want some grape soda, jack fowers` fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!",neutral
1357,64fb73d969e6e4ba894b7d05, WOW.How sweet!,positive
1358,64fb73d969e6e4ba894b7d06, - THANKS ! My motivation is returning at about the rate I`m inputting coffee  !,neutral
1359,64fb73d969e6e4ba894b7d07, oh..keep working on it..you can always make it a little smaller,neutral
1360,64fb73d969e6e4ba894b7d08, Just saw you on TV for the Best Job in the World. Good luck.,positive
1361,64fb73d969e6e4ba894b7d09,Happy Mothers Day!!!  <3,positive
1362,64fb73d969e6e4ba894b7d0a,had my last class with Scott and Julie today  going to miss them... they bought me a bottle of champagne as a congratulatory gift.,neutral
1363,64fb73d969e6e4ba894b7d0b," hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there",positive
1364,64fb73d969e6e4ba894b7d0c,_ife not to forget cinnamon!,neutral
1365,64fb73d969e6e4ba894b7d0d," I can understand, pains been part of my life for a long time now  I hope you feel a bit better soon.",neutral
1366,64fb73d969e6e4ba894b7d0e,might be at cornerstone this year,neutral
1367,64fb73d969e6e4ba894b7d0f,sooo glad im home  floridia was fun!! back in ATL. time to sleep....then back up to work!!! constant grind.,positive
1368,64fb73d969e6e4ba894b7d10,I was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,neutral
1369,64fb73d969e6e4ba894b7d11,"has burnt my hand on the cooker, it hurts",negative
1370,64fb73d969e6e4ba894b7d12, it`s like the library equivalent of 'it`s 5 o`clock somewhere.' someone else in on the ref desk somewhere,neutral
1371,64fb73d969e6e4ba894b7d13, The episode was AMAZING...I cried when I saw the home videos they were soooooo cute,positive
1372,64fb73d969e6e4ba894b7d14, I always feel guilty about it,negative
1373,64fb73d969e6e4ba894b7d15, no need to thank  we all just have to keep the good thought!,neutral
1374,64fb73d969e6e4ba894b7d16,  ROFLMAO for the funny web portal  =D,positive
1375,64fb73d969e6e4ba894b7d17,i really cant take this.,negative
1376,64fb73d969e6e4ba894b7d18,  that would mean me babe! but **** it my name  is SUPER FREAKIN COOL! I give myself a pass! HA!,positive
1377,64fb73d969e6e4ba894b7d19,Its 11:11...make a wish!,positive
1378,64fb73d969e6e4ba894b7d1a,SBS 2003 or SBS 2008! Damned if you do and damned if you don`t!  Fun times at GCH!,neutral
1379,64fb73d969e6e4ba894b7d1b,net .. net .. net ..  hmm. bad weather .. weird summer!,negative
1380,64fb73d969e6e4ba894b7d1c,is now on twitter.....,neutral
1381,64fb73d969e6e4ba894b7d1d, ugh I`m not doin too good,negative
1382,64fb73d969e6e4ba894b7d1e,She doesn`t believe spending many (many) thousands on a perfect wedding makes a happy couple.....A happy couple makes a perfect wedding,positive
1383,64fb73d969e6e4ba894b7d1f," Miley, I tried voting for you, and it wont let me vote for some reason  Ill try back a little later! <3",negative
1384,64fb73d969e6e4ba894b7d20,"_pe awesomeness! Phillip hasn`t completely finished it but if goes up, down, left, and right",neutral
1385,64fb73d969e6e4ba894b7d21, what have you been up to ?,neutral
1386,64fb73d969e6e4ba894b7d22, mmmm lauren conrad eeeeep im going to miss the hills,negative
1387,64fb73d969e6e4ba894b7d23, Thanks,positive
1388,64fb73d969e6e4ba894b7d24,Ahhhh!!!!!! Almost off!!! Can`t wait!! But..I got work again rite after this!   HAT CLUB Come && gimme some Company! Oh && a Cookie! ;-),neutral
1389,64fb73d969e6e4ba894b7d25,how i wish the result IS true...,neutral
1390,64fb73d969e6e4ba894b7d26,and we`re off  to OT !! exciting game like always,positive
1391,64fb73d969e6e4ba894b7d27,watching Bones with Naty. Have made her a fan! Mission convert Naty: Success...now onto Mission convert Meagan,positive
1392,64fb73d969e6e4ba894b7d28,  I don`t have a subject line on my phone...  just normal texts.,neutral
1393,64fb73d969e6e4ba894b7d29, her son is 7 and captured it outside...THANK GOD I HAVE A LITTLE GIRL,positive
1394,64fb73d969e6e4ba894b7d2a, and I`m really glad you were able to watch the game,positive
1395,64fb73d969e6e4ba894b7d2b,alhamdulilah. i got accepted into nafa,neutral
1396,64fb73d969e6e4ba894b7d2c,Girsl night ! on my way to foam party  No sleep tonight !!,neutral
1397,64fb73d969e6e4ba894b7d2d, Whom do yu wanna kill ??,negative
1398,64fb73d969e6e4ba894b7d2e,I love being able to run my tongue along my teeth,positive
1399,64fb73d969e6e4ba894b7d2f,"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts",positive
1400,64fb73d969e6e4ba894b7d30,"I dont like seeing my best friend cry, it breaks my heart and I dont know what to do or say",negative
1401,64fb73d969e6e4ba894b7d31,"_13 Awe, THX so much! Neither of need 2b sick on Friday!!  Do u have any prayer requests?",positive
1402,64fb73d969e6e4ba894b7d32, Random has an a,neutral
1403,64fb73d969e6e4ba894b7d33,__marie lol..french toast sticks too!,neutral
1404,64fb73d969e6e4ba894b7d34,going to the memorial for the guy in my grade that died.,neutral
1405,64fb73d969e6e4ba894b7d35,"They grovelled   On tomorrow morning, will post a link to the show, should be on just after 9am if anyone is about",neutral
1406,64fb73d969e6e4ba894b7d36,Sob! I can`t believe I`m ending my work week at the chapter about what Augusten Burrough`s father did to Ernie the guinea pig!,negative
1407,64fb73d969e6e4ba894b7d37, Bye ! Have a great time being whisked away,positive
1408,64fb73d969e6e4ba894b7d38,Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i`m super excited about! And looking forward to tonight too,neutral
1409,64fb73d969e6e4ba894b7d39, lol! Ahhh well its a good song,positive
1410,64fb73d969e6e4ba894b7d3a,Actual wiki entry 'The Million Dollar Homepage' made me just shake my head due to the fact that ... sometimes...somtimes things just work,negative
1411,64fb73d969e6e4ba894b7d3b,Boring starting work weekend soon................ 1st need to get a Tim Coffee so I can make it through this **** night shift........,negative
1412,64fb73d969e6e4ba894b7d3c,i`m awake while others sleep,neutral
1413,64fb73d969e6e4ba894b7d3d," Thanks, I just found a article that say i cannot join you because i am in the UK though",positive
1414,64fb73d969e6e4ba894b7d3e, cheers for the aptism link,positive
1415,64fb73d969e6e4ba894b7d3f,Just drove by fisher and I feel so sad,negative
1416,64fb73d969e6e4ba894b7d40,am bored out of my skull.  i have got to get a job.  this SUCKS.  i need entertainment. /grumbles,negative
1417,64fb73d969e6e4ba894b7d41,  Cool...a VERY productive day! I just got a spot as an extra in a feature film that is filming tomorrow  AWESOME week all around!,positive
1418,64fb73d969e6e4ba894b7d42,_Dew tokens haven`t been working for me all day....,negative
1419,64fb73d969e6e4ba894b7d43,_cowan oh cool!  I`m gonna crash and sleep. I have been like 40 some hours working lol,neutral
1420,64fb73d969e6e4ba894b7d44, Me too   haha I did but have no credit,neutral
1421,64fb73d969e6e4ba894b7d45,Epicfail and Joseph in class... Very long liao,negative
1422,64fb73d969e6e4ba894b7d46,i`m freezing in math class!,negative
1423,64fb73d969e6e4ba894b7d47,Be my Yoko Ono and follow me wherever I may go !,neutral
1424,64fb73d969e6e4ba894b7d48,This is what I had to endure to get prizes of to my lucky winners  http://twitpic.com/669nm,negative
1425,64fb73d969e6e4ba894b7d49,I`m likable after all HAHAHAHAHAHAHA! Still over the moon,positive
1426,64fb73d969e6e4ba894b7d4a,there`s no point in bein on here if no one else in on,neutral
